,time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol
250,1685217600,1828.64,1826.64,1827.04,1214.14,2218857.73,1828.63,direct,
251,1685221200,1829.49,1825.96,1828.63,3605.24,6589746.62,1829.09,direct,
252,1685224800,1832.92,1828.65,1829.09,2136.09,3910575.88,1831.11,direct,
253,1685228400,1832.84,1829.65,1831.11,1314.26,2406644.37,1830.95,direct,
254,1685232000,1854.9,1824.49,1830.95,15484.22,28474842.78,1850.48,direct,
255,1685235600,1860.03,1848.19,1850.48,8543.41,15841263.75,1849.83,direct,
256,1685239200,1851.87,1846.7,1849.83,2073.2,3834364.67,1847.43,direct,
257,1685242800,1855.31,1846.78,1847.43,2535.33,4691770.17,1851.33,direct,
258,1685246400,1858.88,1849.81,1851.33,4728.47,8767714.03,1849.99,direct,
259,1685250000,1851.38,1847.21,1849.99,1616.36,2989561.68,1848.18,direct,
260,1685253600,1850.18,1845.99,1848.18,1179.75,2181032.07,1846.7,direct,
261,1685257200,1849.64,1845.96,1846.7,2429.71,4492497.42,1848.68,direct,
262,1685260800,1849.08,1844.36,1848.68,1454.04,2685294.76,1846.38,direct,
263,1685264400,1847.41,1844.8,1846.38,1245.52,2299165.18,1845.75,direct,
264,1685268000,1847.47,1844.09,1845.75,1734.94,3202232.32,1846.44,direct,
265,1685271600,1851.64,1844.04,1846.44,2809.77,5189690.59,1844.42,direct,
266,1685275200,1845.4,1839.22,1844.42,3603.97,6636611.17,1841.0,direct,
267,1685278800,1845.8,1841.0,1841.0,1843.7,3399158.81,1844.24,direct,
268,1685282400,1844.38,1840.23,1844.24,1990.52,3667123.65,1840.55,direct,
269,1685286000,1844.76,1838.41,1840.55,2227.87,4104849.99,1844.74,direct,
270,1685289600,1847.37,1840.39,1844.74,4673.51,8621267.84,1845.14,direct,
271,1685293200,1851.41,1842.76,1845.14,4470.58,8258005.35,1848.47,direct,
272,1685296800,1859.35,1845.11,1848.47,9220.61,17069192.02,1852.21,direct,
273,1685300400,1855.25,1846.84,1852.21,4435.75,8215157.76,1849.61,direct,
274,1685304000,1855.62,1849.6,1849.61,2600.34,4818619.86,1854.29,direct,
275,1685307600,1869.18,1854.29,1854.29,7220.43,13452630.81,1868.66,direct,
276,1685311200,1916.6,1868.66,1868.66,34597.8,65820958.13,1907.35,direct,
277,1685314800,1917.62,1907.35,1907.35,16307.42,31167531.72,1909.21,direct,
278,1685318400,1927.64,1909.16,1909.21,22286.36,42772443.74,1915.37,direct,
279,1685322000,1918.5,1913.76,1915.37,6759.34,12950920.0,1917.81,direct,
280,1685325600,1919.71,1910.37,1917.81,8954.55,17138388.32,1910.78,direct,
281,1685329200,1911.34,1902.18,1910.78,6950.3,13260782.55,1904.67,direct,
282,1685332800,1906.36,1894.01,1904.67,7436.52,14119024.76,1899.94,direct,
283,1685336400,1906.44,1899.28,1899.94,4412.66,8398252.5,1904.22,direct,
284,1685340000,1905.99,1901.93,1904.22,2642.26,5030277.16,1904.65,direct,
285,1685343600,1904.75,1896.65,1904.65,3860.09,7336006.33,1900.42,direct,
286,1685347200,1902.22,1896.51,1900.42,4260.06,8093711.52,1900.09,direct,
287,1685350800,1905.45,1899.44,1900.09,4853.76,9234796.48,1905.28,direct,
288,1685354400,1905.8,1895.27,1905.28,4847.03,9220746.53,1901.91,direct,
289,1685358000,1904.97,1900.25,1901.91,1919.74,3653683.57,1903.91,direct,
290,1685361600,1905.42,1897.41,1903.91,2633.54,5005543.75,1898.76,direct,
291,1685365200,1903.27,1896.9,1898.76,4572.46,8686850.33,1900.8,direct,
292,1685368800,1903.08,1887.86,1900.8,7040.18,13340823.39,1894.64,direct,
293,1685372400,1899.58,1887.18,1894.64,12717.53,24056882.65,1889.79,direct,
294,1685376000,1891.7,1878.44,1889.79,12139.27,22883282.57,1883.81,direct,
295,1685379600,1894.23,1875.38,1883.81,9082.57,17123900.71,1891.88,direct,
296,1685383200,1895.39,1889.61,1891.88,4026.59,7620893.52,1892.0,direct,
297,1685386800,1895.56,1889.71,1892.0,2799.64,5300264.77,1891.71,direct,
298,1685390400,1895.28,1890.92,1891.71,2538.21,4806840.89,1893.5,direct,
299,1685394000,1895.49,1890.3,1893.5,2050.71,3881301.44,1891.33,direct,
300,1685397600,1893.66,1887.37,1891.33,3254.73,6152455.26,1892.68,direct,
301,1685401200,1902.23,1892.13,1892.68,7127.8,13521582.88,1893.01,direct,
302,1685404800,1894.58,1882.96,1893.01,5088.45,9613841.18,1894.23,direct,
303,1685408400,1899.66,1893.32,1894.23,4626.54,8779048.5,1898.31,direct,
304,1685412000,1901.21,1895.64,1898.31,2628.03,4989130.04,1900.02,direct,
305,1685415600,1911.01,1898.32,1900.02,7836.27,14920080.06,1902.11,direct,
306,1685419200,1903.18,1897.39,1902.11,3391.3,6443786.11,1898.86,direct,
307,1685422800,1899.78,1893.63,1898.86,2621.51,4973419.95,1898.8,direct,
308,1685426400,1903.76,1898.8,1898.8,1974.26,3754966.43,1903.03,direct,
309,1685430000,1905.49,1899.21,1903.03,2851.48,5423651.22,1899.21,direct,
310,1685433600,1905.4,1898.97,1899.21,5626.58,10709054.09,1903.09,direct,
311,1685437200,1909.84,1903.08,1903.09,5919.96,11287856.33,1907.73,direct,
312,1685440800,1917.47,1907.29,1907.73,7267.91,13896023.99,1908.29,direct,
313,1685444400,1916.78,1906.73,1908.29,7846.75,15019456.18,1916.6,direct,
314,1685448000,1917.0,1905.69,1916.6,8335.55,15934680.48,1910.81,direct,
315,1685451600,1915.41,1904.28,1910.81,9492.57,18142634.9,1906.87,direct,
316,1685455200,1911.14,1897.09,1906.87,18583.72,35371176.24,1897.36,direct,
317,1685458800,1904.42,1894.76,1897.36,8903.39,16921241.2,1901.04,direct,
318,1685462400,1906.37,1892.64,1901.04,11499.82,21863182.2,1904.9,direct,
319,1685466000,1912.63,1898.33,1904.9,12363.98,23556891.94,1903.6,direct,
320,1685469600,1910.71,1901.52,1903.6,6928.34,13212085.73,1908.81,direct,
321,1685473200,1909.31,1906.02,1908.81,5135.17,9797335.36,1908.28,direct,
322,1685476800,1908.32,1903.1,1908.28,4743.64,9040914.4,1904.44,direct,
323,1685480400,1914.91,1903.51,1904.44,5245.72,10008148.0,1906.5,direct,
324,1685484000,1906.54,1900.54,1906.5,4690.26,8926234.85,1904.76,direct,
325,1685487600,1905.21,1898.25,1904.76,4902.92,9320906.12,1901.24,direct,
326,1685491200,1906.02,1898.98,1901.24,2871.41,5462170.08,1905.64,direct,
327,1685494800,1907.59,1903.06,1905.64,3316.77,6320963.02,1904.06,direct,
328,1685498400,1904.06,1885.61,1904.06,12087.19,22879737.51,1896.67,direct,
329,1685502000,1898.69,1893.38,1896.67,2521.37,4781523.77,1898.19,direct,
330,1685505600,1898.81,1872.39,1898.19,12354.85,23262711.17,1874.91,direct,
331,1685509200,1875.6,1860.49,1874.91,16198.44,30267230.72,1864.22,direct,
332,1685512800,1868.73,1858.41,1864.22,11145.61,20787034.53,1868.57,direct,
333,1685516400,1874.22,1866.42,1868.57,5488.62,10269599.21,1870.19,direct,
334,1685520000,1873.54,1867.6,1870.19,4113.34,7693884.62,1868.77,direct,
335,1685523600,1871.2,1867.07,1868.77,3978.6,7437999.44,1870.47,direct,
336,1685527200,1872.26,1865.19,1870.47,4901.48,9157922.24,1866.18,direct,
337,1685530800,1868.91,1863.19,1866.18,5389.04,10051828.75,1865.72,direct,
338,1685534400,1869.33,1863.32,1865.72,4024.88,7512828.35,1866.87,direct,
339,1685538000,1875.41,1866.42,1866.87,8451.8,15820557.91,1869.43,direct,
340,1685541600,1869.43,1851.44,1869.43,19562.42,36348712.72,1861.83,direct,
341,1685545200,1863.16,1857.73,1861.83,7655.3,14236375.17,1858.69,direct,
342,1685548800,1862.71,1855.09,1858.69,7623.73,14178508.14,1860.41,direct,
343,1685552400,1868.26,1859.7,1860.41,7325.07,13650971.94,1866.45,direct,
344,1685556000,1867.16,1862.37,1866.45,4646.68,8665244.73,1864.4,direct,
345,1685559600,1869.93,1862.09,1864.4,5624.18,10494215.71,1863.92,direct,
346,1685563200,1869.19,1863.59,1863.92,5984.17,11169050.81,1865.91,direct,
347,1685566800,1866.8,1862.15,1865.91,3278.29,6112589.79,1864.85,direct,
348,1685570400,1870.89,1863.93,1864.85,5083.17,9495266.21,1869.88,direct,
349,1685574000,1878.0,1868.4,1869.88,7406.55,13873115.09,1874.04,direct,
350,1685577600,1888.47,1868.95,1874.04,14952.76,28117158.6,1871.5,direct,
351,1685581200,1879.8,1871.5,1871.5,8292.17,15561822.82,1874.78,direct,
352,1685584800,1875.4,1850.39,1874.78,14667.55,27274396.3,1853.32,direct,
353,1685588400,1858.8,1841.19,1853.32,13649.13,25257200.42,1855.94,direct,
354,1685592000,1856.75,1852.79,1855.94,4066.45,7543850.85,1855.34,direct,
355,1685595600,1858.2,1854.13,1855.34,2636.73,4896182.56,1855.88,direct,
356,1685599200,1856.99,1853.95,1855.88,4443.48,8245915.28,1855.28,direct,
357,1685602800,1860.57,1851.68,1855.28,3926.79,7287592.74,1854.5,direct,
358,1685606400,1861.4,1852.5,1854.5,3576.01,6640432.79,1860.82,direct,
359,1685610000,1865.63,1860.75,1860.82,3018.14,5623287.09,1862.24,direct,
360,1685613600,1863.29,1859.6,1862.24,3190.08,5937743.17,1860.16,direct,
361,1685617200,1862.18,1858.38,1860.16,2305.53,4289366.77,1861.6,direct,
362,1685620800,1866.15,1857.67,1861.6,5867.0,10919173.04,1864.86,direct,
363,1685624400,1866.94,1859.81,1864.86,6151.72,11457417.01,1861.56,direct,
364,1685628000,1865.83,1856.61,1861.56,11189.05,20815407.58,1860.52,direct,
365,1685631600,1864.53,1858.41,1860.52,7255.53,13509868.79,1863.14,direct,
366,1685635200,1880.86,1861.12,1863.14,9582.78,17921687.67,1876.63,direct,
367,1685638800,1880.31,1869.26,1876.63,8313.89,15585054.53,1871.03,direct,
368,1685642400,1877.33,1870.67,1871.03,9612.23,18005412.6,1874.18,direct,
369,1685646000,1875.73,1859.15,1874.18,11301.15,21098668.9,1869.69,direct,
370,1685649600,1873.26,1868.28,1869.69,5474.79,10243551.46,1869.69,direct,
371,1685653200,1873.92,1868.07,1869.69,4482.78,8389093.1,1869.49,direct,
372,1685656800,1870.03,1864.74,1869.49,3208.85,5993586.52,1868.18,direct,
373,1685660400,1868.27,1854.57,1868.18,5664.62,10541186.0,1862.13,direct,
374,1685664000,1864.78,1849.85,1862.13,8394.67,15598534.09,1864.75,direct,
375,1685667600,1870.02,1859.63,1864.75,4405.45,8222219.96,1868.0,direct,
376,1685671200,1880.46,1868.0,1868.0,6395.77,12005193.25,1877.94,direct,
377,1685674800,1879.55,1875.88,1877.94,2759.72,5180044.0,1879.19,direct,
378,1685678400,1889.2,1876.06,1879.19,8758.21,16503670.13,1886.86,direct,
379,1685682000,1897.11,1886.65,1886.86,12333.17,23344051.5,1893.74,direct,
380,1685685600,1894.11,1889.93,1893.74,4997.85,9455250.11,1890.16,direct,
381,1685689200,1890.67,1885.71,1890.16,7900.54,14915370.18,1886.05,direct,
382,1685692800,1893.5,1886.0,1886.05,3950.93,7466206.11,1892.57,direct,
383,1685696400,1894.87,1889.81,1892.57,3484.11,6592560.26,1890.18,direct,
384,1685700000,1892.04,1889.42,1890.18,2719.77,5142936.66,1891.98,direct,
385,1685703600,1899.14,1891.66,1891.98,7073.42,13407541.84,1895.34,direct,
386,1685707200,1899.21,1885.25,1895.34,17043.0,32264001.65,1890.5,direct,
387,1685710800,1893.88,1877.82,1890.5,11544.85,21765310.05,1880.13,direct,
388,1685714400,1887.93,1878.63,1880.13,8818.8,16610096.33,1885.87,direct,
389,1685718000,1892.92,1885.62,1885.87,5355.7,10115227.63,1892.63,direct,
390,1685721600,1894.83,1888.59,1892.63,4883.22,9235328.44,1889.4,direct,
391,1685725200,1894.15,1887.68,1889.4,6980.34,13208719.51,1893.63,direct,
392,1685728800,1910.43,1891.28,1893.63,13290.58,25272360.04,1909.23,direct,
393,1685732400,1910.49,1906.08,1909.23,13617.61,25990234.25,1908.12,direct,
394,1685736000,1910.5,1905.13,1908.12,6150.05,11735756.14,1905.21,direct,
395,1685739600,1906.76,1903.07,1905.21,3815.21,7266844.45,1905.33,direct,
396,1685743200,1908.95,1904.65,1905.33,3238.81,6175949.94,1906.92,direct,
397,1685746800,1907.93,1905.21,1906.92,3567.04,6802166.19,1907.37,direct,
398,1685750400,1909.45,1903.13,1907.37,7234.43,13798569.51,1904.41,direct,
399,1685754000,1906.33,1898.99,1904.41,3942.16,7499503.68,1901.1,direct,
400,1685757600,1902.71,1899.86,1901.1,2062.85,3922131.65,1900.15,direct,
401,1685761200,1902.39,1899.79,1900.15,1674.05,3182458.42,1900.39,direct,
402,1685764800,1902.54,1898.17,1900.39,1934.87,3676594.27,1902.04,direct,
403,1685768400,1903.05,1900.94,1902.04,1073.29,2041745.86,1901.52,direct,
404,1685772000,1906.08,1901.52,1901.52,1858.59,3539307.32,1904.21,direct,
405,1685775600,1905.89,1903.07,1904.21,1022.15,1946477.54,1903.23,direct,
406,1685779200,1904.33,1902.72,1903.23,1401.67,2668089.03,1903.05,direct,
407,1685782800,1904.86,1902.12,1903.05,1890.32,3598457.81,1904.46,direct,
408,1685786400,1906.17,1900.11,1904.46,3192.86,6077103.71,1904.15,direct,
409,1685790000,1907.43,1903.28,1904.15,2373.68,4522866.01,1904.56,direct,
410,1685793600,1907.26,1904.52,1904.56,1617.67,3082633.49,1904.83,direct,
411,1685797200,1905.21,1900.65,1904.83,2584.53,4918296.66,1902.55,direct,
412,1685800800,1903.55,1900.35,1902.55,2147.44,4084367.43,1900.8,direct,
413,1685804400,1904.62,1893.55,1900.8,5675.17,10781564.35,1904.12,direct,
414,1685808000,1904.26,1899.11,1904.12,4240.96,8068695.41,1899.48,direct,
415,1685811600,1899.59,1889.41,1899.48,5236.67,9914653.64,1891.05,direct,
416,1685815200,1894.82,1888.26,1891.05,2841.46,5377184.15,1892.12,direct,
417,1685818800,1893.14,1885.01,1892.12,5698.14,10761630.96,1886.78,direct,
418,1685822400,1890.91,1885.97,1886.78,2623.77,4956177.88,1888.61,direct,
419,1685826000,1890.36,1883.71,1888.61,2731.26,5157889.83,1889.98,direct,
420,1685829600,1893.15,1889.82,1889.98,3228.49,6106860.93,1892.12,direct,
421,1685833200,1892.98,1890.47,1892.12,1300.97,2461294.61,1892.61,direct,
422,1685836800,1893.45,1888.65,1892.61,2204.1,4170024.33,1888.71,direct,
423,1685840400,1893.41,1885.2,1888.71,3174.03,5999957.13,1891.15,direct,
424,1685844000,1895.06,1890.74,1891.15,1853.69,3509496.47,1895.02,direct,
425,1685847600,1895.45,1893.23,1895.02,1351.94,2561213.27,1894.62,direct,
426,1685851200,1896.33,1894.31,1894.62,1980.39,3753034.84,1895.28,direct,
427,1685854800,1895.35,1891.67,1895.28,995.25,1884293.51,1892.5,direct,
428,1685858400,1901.4,1891.62,1892.5,2906.97,5514262.55,1899.28,direct,
429,1685862000,1901.3,1899.28,1899.28,2245.87,4267968.72,1900.5,direct,
430,1685865600,1901.89,1899.22,1900.5,1306.67,2483577.09,1899.89,direct,
431,1685869200,1908.6,1899.87,1899.89,2814.96,5362619.6,1906.04,direct,
432,1685872800,1906.63,1904.07,1906.04,1553.21,2958965.03,1905.57,direct,
433,1685876400,1905.95,1902.87,1905.57,1355.51,2581221.75,1903.49,direct,
434,1685880000,1905.37,1901.83,1903.49,1625.77,3095624.06,1905.08,direct,
435,1685883600,1913.26,1903.7,1905.08,4395.84,8391672.92,1908.45,direct,
436,1685887200,1908.93,1900.47,1908.45,4545.26,8654936.51,1906.21,direct,
437,1685890800,1906.6,1902.2,1906.21,4109.84,7826371.44,1902.21,direct,
438,1685894400,1902.77,1896.91,1902.21,3114.04,5915264.92,1898.25,direct,
439,1685898000,1900.52,1897.75,1898.25,2029.15,3854472.0,1899.55,direct,
440,1685901600,1904.13,1899.37,1899.55,2496.32,4748691.64,1903.48,direct,
441,1685905200,1906.44,1902.97,1903.48,4073.75,7761521.75,1905.17,direct,
442,1685908800,1906.57,1904.38,1905.17,2323.73,4427740.81,1904.9,direct,
443,1685912400,1907.04,1901.77,1904.9,2603.53,4959158.44,1902.72,direct,
444,1685916000,1911.82,1899.8,1902.72,8096.2,15425440.46,1902.4,direct,
445,1685919600,1904.72,1886.69,1902.4,10402.22,19699001.42,1890.3,direct,
446,1685923200,1891.21,1878.01,1890.3,8107.71,15289187.97,1883.08,direct,
447,1685926800,1885.69,1877.23,1883.08,6752.23,12704182.69,1885.0,direct,
448,1685930400,1887.52,1870.28,1885.0,6949.12,13050239.65,1875.64,direct,
449,1685934000,1875.64,1868.58,1875.64,9198.72,17222119.34,1870.28,direct,
450,1685937600,1874.02,1867.34,1870.28,5549.29,10383322.5,1870.98,direct,
451,1685941200,1871.7,1863.68,1870.98,4843.57,9046382.05,1870.99,direct,
452,1685944800,1872.59,1870.14,1870.99,2693.34,5040606.95,1870.53,direct,
453,1685948400,1874.15,1870.04,1870.53,2405.11,4502560.64,1874.0,direct,
454,1685952000,1874.47,1870.34,1874.0,1989.23,3724461.43,1870.9,direct,
455,1685955600,1874.06,1869.67,1870.9,3705.7,6932930.96,1870.15,direct,
456,1685959200,1871.0,1864.62,1870.15,4137.22,7728487.47,1864.81,direct,
457,1685962800,1871.26,1864.03,1864.81,3267.44,6104859.5,1870.26,direct,
458,1685966400,1871.17,1862.27,1870.26,10843.59,20224429.24,1864.89,direct,
459,1685970000,1869.85,1860.78,1864.89,7579.66,14144377.39,1867.62,direct,
460,1685973600,1871.14,1864.2,1867.62,6398.09,11952719.22,1868.19,direct,
461,1685977200,1868.68,1822.55,1868.19,46083.33,85102906.04,1823.93,direct,
462,1685980800,1823.93,1779.8,1823.93,62954.06,113477066.36,1813.55,direct,
463,1685984400,1818.71,1805.52,1813.55,14590.84,26424933.63,1817.17,direct,
464,1685988000,1817.2,1804.97,1817.17,10828.67,19593966.83,1806.86,direct,
465,1685991600,1809.28,1797.21,1806.86,15113.63,27276607.63,1806.64,direct,
466,1685995200,1808.84,1803.96,1806.64,5373.51,9707483.06,1805.45,direct,
467,1685998800,1807.51,1795.17,1805.45,8537.82,15378360.84,1807.47,direct,
468,1686002400,1810.52,1805.82,1807.47,6099.68,11029416.99,1807.86,direct,
469,1686006000,1816.69,1807.5,1807.86,4886.38,8857918.23,1811.48,direct,
470,1686009600,1812.86,1809.68,1811.48,4174.1,7561509.72,1811.79,direct,
471,1686013200,1812.17,1805.57,1811.79,4003.63,7238961.34,1806.32,direct,
472,1686016800,1814.58,1804.23,1806.32,4071.01,7369088.69,1814.35,direct,
473,1686020400,1814.39,1811.44,1814.35,1967.56,3567079.79,1812.75,direct,
474,1686024000,1819.35,1811.88,1812.75,2871.76,5212713.81,1818.77,direct,
475,1686027600,1819.64,1815.53,1818.77,2281.35,4147098.31,1816.83,direct,
476,1686031200,1817.68,1813.75,1816.83,2184.27,3965278.86,1814.31,direct,
477,1686034800,1817.92,1812.94,1814.31,3822.98,6940381.25,1813.88,direct,
478,1686038400,1817.57,1813.88,1813.88,1868.42,3392471.07,1816.7,direct,
479,1686042000,1820.07,1815.48,1816.7,2249.06,4088237.51,1818.01,direct,
480,1686045600,1822.22,1817.78,1818.01,2032.96,3700398.74,1819.02,direct,
481,1686049200,1819.46,1810.89,1819.02,3892.3,7061333.8,1813.88,direct,
482,1686052800,1818.19,1797.74,1813.88,21345.09,38585653.12,1805.75,direct,
483,1686056400,1820.2,1799.33,1805.75,21209.22,38346192.41,1817.78,direct,
484,1686060000,1840.28,1817.78,1817.78,25164.43,46103167.21,1838.41,direct,
485,1686063600,1845.0,1834.92,1838.41,10677.43,19653168.61,1842.49,direct,
486,1686067200,1868.44,1842.47,1842.49,15753.54,29177009.65,1864.48,direct,
487,1686070800,1886.69,1858.7,1864.48,28603.38,53604190.83,1875.16,direct,
488,1686074400,1878.61,1873.73,1875.16,8076.89,15150672.08,1874.97,direct,
489,1686078000,1897.79,1873.56,1874.97,20143.92,37952050.18,1892.33,direct,
490,1686081600,1895.58,1874.67,1892.33,13343.25,25140147.51,1877.06,direct,
491,1686085200,1881.96,1875.07,1877.06,5943.69,11168988.7,1880.66,direct,
492,1686088800,1886.54,1879.28,1880.66,4532.4,8537173.78,1884.94,direct,
493,1686092400,1889.52,1881.11,1884.94,6264.84,11813081.37,1886.16,direct,
494,1686096000,1898.91,1884.51,1886.16,8698.22,16444159.09,1888.97,direct,
495,1686099600,1889.65,1881.26,1888.97,6517.02,12277184.7,1881.59,direct,
496,1686103200,1882.94,1875.77,1881.59,7617.97,14315045.06,1878.26,direct,
497,1686106800,1881.39,1874.99,1878.26,6953.74,13059475.08,1880.45,direct,
498,1686110400,1882.9,1879.65,1880.45,5106.45,9600162.2,1881.88,direct,
499,1686114000,1884.27,1880.81,1881.88,3590.95,6764062.26,1883.39,direct,
500,1686117600,1883.99,1883.29,1883.39,153.73,289293.04,1883.84,direct,
